Unnamed: 0,age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
20696,33,Private,37232,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,<=50K,0,0.07956894,0,TN
28598,40,Private,138975,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K,0,0.8273164,1,FP
11176,31,Private,349148,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,0.019576635,0,FN
3060,21,Private,98678,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,0,9.580508e-07,0,TN
29468,43,Local-gov,180407,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,Germany,<=50K,0,0.008934977,0,TN
21593,34,Self-emp-not-inc,260560,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.00699549,0,TN
10923,30,Private,213722,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.00011517902,0,TN
31095,55,Private,193130,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.26544592,0,FN
3456,22,,113175,Some-college,Never-married,,Own-child,White,Female,0,0,20,United-States,<=50K,0,6.7747004e-07,0,TN
24872,28,Private,191342,Some-college,Never-married,Sales,Not-in-family,Other,Male,0,0,40,India,<=50K,0,8.2005376e-05,0,TN
7365,28,Self-emp-not-inc,254989,11th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,9.29722e-06,0,TN
29074,26,Private,68991,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,0,1.0095561e-05,0,TN
7425,30,Private,299507,Assoc-acdm,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.00037029217,0,TN
28074,29,Private,144784,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,3.014751e-05,0,TN
11301,36,Private,20507,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K,1,0.9999517,1,TP
9902,32,Private,211743,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.17318347,0,TN
30856,57,Private,107443,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,<=50K,0,0.018840017,0,TN
3947,42,,240027,HS-grad,Divorced,,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,3.347718e-05,0,TN
20764,30,Federal-gov,164552,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K,0,0.000105192776,0,TN
5613,23,Private,291407,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,<=50K,0,2.8559896e-07,0,TN
24066,21,Private,113163,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States,<=50K,0,0.0005624587,0,TN
4248,51,Private,302146,11th,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,4.4182914e-05,0,TN
2822,22,Private,427686,10th,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.033197e-07,0,TN
30382,34,Private,152246,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,52,United-States,<=50K,0,0.07531719,0,TN
20077,35,Private,183892,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.38050327,0,TN
15816,35,Private,119992,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,0.06686354,0,TN
7685,27,Private,183639,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.134148e-05,0,TN
26104,48,Private,216093,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.6509739,1,FP
7933,40,Private,136244,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0,0.7881405,1,FP
6440,24,Self-emp-not-inc,161508,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K,0,0.00065302994,0,TN
29835,26,,182332,Assoc-voc,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,<=50K,0,0.3995544,0,TN
19454,31,Self-emp-inc,467108,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,1,0.0014895678,0,FN
3196,20,Private,221955,5th-6th,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,1.7346575e-07,0,TN
17482,39,Self-emp-not-inc,218490,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,,>50K,1,0.99971193,1,TP
17816,58,Private,33350,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,0,0.00011012254,0,TN
27947,60,Self-emp-not-inc,35649,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.80147505,1,FP
13630,44,Private,84535,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K,0,0.040909093,0,TN
29377,42,Private,314649,HS-grad,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,,<=50K,0,0.00021129665,0,TN
13916,69,Local-gov,32287,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K,0,6.17136e-05,0,TN
28475,57,Private,199934,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.89932704,1,TP
15441,67,Self-emp-not-inc,268514,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0014887949,0,TN
16664,27,Local-gov,322208,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.0019074552,0,TN
20742,61,Self-emp-not-inc,352448,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0,0.3927909,0,TN
12468,34,Private,117444,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K,1,0.95560443,1,TP
29087,48,Private,248254,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,1,0.99928683,1,TP
9092,21,Private,294295,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,0,2.6821615e-05,0,TN
15493,67,Self-emp-inc,81413,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.8809072,1,FP
8791,44,Private,171484,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,0.052730046,0,FN
27104,33,Local-gov,190027,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,18,United-States,<=50K,0,6.098006e-06,0,TN
26269,43,Private,198965,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,>50K,1,0.69204074,1,TP
6633,33,Private,209768,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.8909698,1,TP
3657,33,Private,274222,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7688,0,38,United-States,>50K,1,0.9995664,1,TP
31779,47,Private,159389,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0048287753,0,TN
11646,23,Local-gov,287988,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0001287256,0,TN
23989,41,Local-gov,195897,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,0.0657753,0,TN
13934,29,Private,50028,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.028347526,0,TN
3189,43,Self-emp-inc,320984,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0,0.90423536,1,FP
32000,25,Private,237065,Some-college,Divorced,Other-service,Own-child,Black,Male,0,0,38,United-States,<=50K,0,8.3220926e-05,0,TN
25469,32,Self-emp-not-inc,56026,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,45,United-States,<=50K,0,0.10841036,0,TN
9361,32,Private,303942,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0027390525,0,TN
462,32,Private,132601,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0,0.7189064,1,FP
28103,52,Self-emp-not-inc,183146,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.51621544,0,FN
22211,22,Private,192017,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.75281e-05,0,TN
14271,28,Private,139568,11th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.005583294,0,TN
29039,46,Federal-gov,44706,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K,1,0.036081977,0,FN
24172,77,Private,154205,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K,0,5.9420063e-06,0,TN
23450,45,Private,145637,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,<=50K,0,0.010000915,0,TN
2721,34,Private,89644,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,1,0.9077992,1,TP
825,57,Private,34269,HS-grad,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,United-States,>50K,1,0.41793013,0,FN
3432,36,Private,203482,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.43828636,0,TN
30095,41,Private,168293,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,0,0.32539082,0,TN
26399,30,Private,115963,7th-8th,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,42,United-States,<=50K,0,6.817549e-06,0,TN
1038,34,Private,289984,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K,0,7.6179737e-07,0,TN
21663,61,Private,95500,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.37691528,0,TN
12338,47,State-gov,148171,Doctorate,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,France,>50K,1,0.560919,1,TP
14550,46,Self-emp-not-inc,220832,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K,1,0.20707512,0,FN
4888,43,Private,91209,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.8237474,1,TP
15808,34,Private,186269,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.00034439258,0,TN
29637,27,Private,193898,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K,0,0.08102774,0,TN
5048,30,Private,296509,7th-8th,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,Mexico,<=50K,0,0.00018648556,0,TN
24252,26,Self-emp-not-inc,37023,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,78,United-States,<=50K,0,0.00053883647,0,TN
29285,66,Private,113323,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,40,United-States,>50K,1,0.99999046,1,TP
28364,54,Private,175594,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.45037988,0,TN
29109,47,Local-gov,178309,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.08727614,0,TN
14941,58,Private,104945,9th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,<=50K,0,0.077517554,0,TN
23854,50,Self-emp-not-inc,156951,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K,1,0.9985228,1,TP
3841,49,Private,117095,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,0,3.783513e-05,0,TN
19777,36,Private,86459,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K,1,0.99930835,1,TP
24156,35,Private,161637,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K,1,0.8634633,1,TP
20839,19,Private,198663,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K,0,9.008023e-07,0,TN
20221,49,Private,184986,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0014822001,0,TN
6114,57,Self-emp-inc,140319,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,0,0.8870967,1,FP
21618,60,Private,120067,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,0,0.0034117394,0,TN
24831,24,Private,321666,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K,0,2.8178374e-07,0,TN
8373,45,Self-emp-not-inc,192203,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,>50K,1,0.91676855,1,TP
10122,50,Local-gov,259377,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,1,0.9999974,1,TP
24919,39,Private,333305,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K,1,0.34478197,0,FN
2554,36,Private,49626,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.079119146,0,TN
2591,33,Private,180656,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,,<=50K,0,0.06515792,0,TN
17790,44,,109912,Bachelors,Married-civ-spouse,,Wife,White,Female,0,0,16,United-States,>50K,1,0.7663337,1,TP
20837,58,Local-gov,292379,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.8556565,1,FP
896,47,Private,341995,Some-college,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K,0,0.43979096,0,TN
28502,19,Private,284652,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,0,5.4252223e-07,0,TN
1766,24,Private,228424,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,0,2.980632e-07,0,TN
42,24,Private,172987,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,0,0.013851717,0,TN
21918,18,Self-emp-not-inc,213024,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K,0,4.2446583e-05,0,TN
16097,45,Private,102076,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K,0,0.0013225374,0,TN
1330,25,Private,188488,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K,0,1.645878e-05,0,TN
6912,31,Private,236861,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0,0.14715673,0,TN
26612,62,State-gov,199198,Assoc-voc,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.011010776,0,TN
3603,61,Private,159046,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0057407725,0,TN
8816,35,Private,186934,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,1,0.9999268,1,TP
4943,41,Private,160785,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.7313879,1,TP
1551,17,Private,130806,10th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K,0,1.3436463e-08,0,TN
25644,27,Private,118230,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,0,6.0862538e-05,0,TN
957,33,Local-gov,298785,10th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0016292562,0,TN
17621,27,Private,181280,Masters,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,<=50K,0,0.0049426523,0,TN
11332,21,Private,296158,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,0,2.7334006e-06,0,TN
11624,49,Local-gov,184428,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.66167885,1,FP
10021,45,Private,161819,11th,Separated,Adm-clerical,Unmarried,Black,Female,0,0,25,United-States,<=50K,0,0.00010162519,0,TN
8827,35,Self-emp-inc,338320,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.97740847,1,TP
30039,25,Private,144259,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0,0,50,United-States,<=50K,0,5.836318e-05,0,TN
11098,30,Local-gov,319280,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1,0.44627634,0,FN
20375,44,Private,197462,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.3324008,0,TN
10277,25,Private,123095,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,1590,40,United-States,<=50K,0,2.4591711e-06,0,TN
25240,25,Private,220284,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,<=50K,0,3.6374283e-06,0,TN
13490,29,Private,197618,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00018495978,0,TN
1353,39,Private,191161,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.8142494,1,FP
3877,36,Private,175759,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.009180421,0,TN
18456,28,Private,246974,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.000818309,0,TN
4535,48,Private,377757,10th,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K,0,0.96461195,1,FP
23097,36,Private,162164,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,0,0.26052237,0,TN
11331,23,Private,117789,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,0,3.962464e-06,0,TN
11995,23,Private,257683,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.00013841118,0,TN
19047,38,Private,197711,10th,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Portugal,<=50K,0,0.00064263924,0,TN
31983,34,Private,127195,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.99087393,1,FP
6477,36,Private,166304,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,33,United-States,<=50K,0,0.002351081,0,TN
948,43,Private,250802,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K,0,0.0066104117,0,TN
14677,35,Self-emp-not-inc,216256,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0.0034883206,0,TN
20540,55,Private,148590,10th,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.00025073887,0,TN
14061,34,State-gov,180871,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,<=50K,0,0.3066177,0,TN
18732,36,Local-gov,178222,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K,0,0.030807871,0,TN
8552,42,Private,213464,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.9140788,1,FP
25388,27,Private,78529,HS-grad,Never-married,Transport-moving,Own-child,White,Female,0,0,15,United-States,<=50K,0,1.3918416e-06,0,TN
19266,53,Private,133436,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1.2761056e-06,0,TN
7954,23,Private,176486,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,36,United-States,<=50K,0,6.4456544e-06,0,TN
18241,74,Self-emp-inc,228075,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,25,United-States,>50K,1,0.9999918,1,TP
12463,34,Private,201122,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,1,0.17686619,0,FN
8216,51,Private,202956,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.4596441,0,TN
2423,24,Self-emp-not-inc,267396,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,8.469531e-05,0,TN
4045,29,Private,57423,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,0,0.0022093484,0,TN
32347,36,State-gov,212143,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,1,0.00096173096,0,FN
31840,55,Private,125000,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,0.2993687,0,FN
30596,34,Private,178841,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,1,0.93530464,1,TP
16741,34,Local-gov,134886,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,1740,35,United-States,<=50K,0,0.003940948,0,TN
12827,53,Private,30244,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,1,0.9999964,1,TP
1104,34,Self-emp-not-inc,196791,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States,>50K,1,0.92369133,1,TP
29680,64,Local-gov,199298,5th-6th,Divorced,Other-service,Not-in-family,White,Female,0,0,45,,<=50K,0,0.000585802,0,TN
20815,39,Private,101020,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.03625028,0,TN
26311,35,State-gov,154410,Some-college,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,4.9696715e-05,0,TN
1242,36,State-gov,194630,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1.3197049e-05,0,TN
11131,22,Private,181313,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0.00014930528,0,TN
5170,26,Private,229977,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0,0.0022676599,0,TN
28406,66,Self-emp-not-inc,28061,7th-8th,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K,0,0.02288343,0,TN
27529,31,Private,111883,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0.0011983613,0,TN
19903,18,Private,126071,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,1.5041523e-05,0,TN
2014,30,Private,212237,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K,0,0.008815458,0,TN
4926,29,Private,119170,Some-college,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.068441465,0,TN
21778,39,Private,70240,5th-6th,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0,0.00050230295,0,TN
17676,63,Private,169983,11th,Widowed,Sales,Not-in-family,White,Female,2176,0,30,United-States,<=50K,0,8.525856e-06,0,TN
28192,22,Private,225156,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3.2217974e-06,0,TN
24449,27,Private,167501,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.001110322,0,TN
3813,46,Private,201217,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.010831331,0,TN
31334,53,Private,251063,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.0003271564,0,TN
30594,24,Private,176389,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.003652509,0,TN
31229,29,Private,176037,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,14344,0,40,United-States,>50K,1,0.99605197,1,TP
2232,45,Private,339506,HS-grad,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0.007947831,0,TN
6411,49,Self-emp-not-inc,233059,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0,0.07247981,0,TN
31393,26,Private,111243,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,0,1.8413262e-05,0,TN
27667,24,Private,217602,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,0,0.00026980744,0,TN
7501,51,Self-emp-not-inc,32372,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,70,United-States,<=50K,0,0.00095633767,0,TN
24703,25,Private,285367,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.00035901563,0,TN
9262,27,Private,29807,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,Japan,<=50K,0,0.004688945,0,TN
4317,40,Private,289403,Bachelors,Separated,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States,<=50K,0,0.00018040845,0,TN
5186,65,Self-emp-not-inc,226215,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,0,0.5599457,1,FP
10063,50,Private,237729,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,2444,72,United-States,>50K,1,0.901919,1,TP
20738,20,Private,105244,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,2.3459857e-05,0,TN
7311,64,Private,174826,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,2.120223e-05,0,TN
31136,40,Local-gov,333530,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,1,0.8691798,1,TP
27960,33,Private,220860,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.0019698555,0,TN
20893,45,Local-gov,127678,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K,1,0.9642946,1,TP
7885,25,Private,108658,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.00017850296,0,TN
24293,41,Private,170331,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,0.66239053,1,FP
